Variable / Field Name,Form Name,Form Display Name,Section Header (defunct),Allow,multipleChoice,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation,version
dcgad041,overanxiousgad,Generalized Anxiety,,dontKnow,,text,Medication 3,,MEDICATION,,,,,[dcgad038] = 1,,,,,,,
cgad7,overanxiousgad,Generalized Anxiety,Distress/Impairment,,,markdown-message,"### Distress/Impairment\r\n\r\nPlease look at Participant Card 8: Distress/Impairment. \r\n\r\n _INTERVIEWER: Remind child how to use scale, if necessary._",,,,,,,,,,,,,,
dcgad042,overanxiousgad,Generalized Anxiety,Distress,autoAdvance,,radio,### Distress\r\n\r\nHow much have the worries that you have told me about upset or bother you? Please rate on scale.,"0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 998, Unknown",CODE RESPONSE,autocomplete,0,10,,,,,,,,,
dcgad043,overanxiousgad,Generalized Anxiety,Impairment,autoAdvance,,radio,"### Impairment\r\n\r\nHow much have the worries you have told me about caused problems for you at home, at school, or with your family or friends?","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 998, Unknown",CODE RESPONSE,autocomplete,0,10,,,,,,,,,
dcgad044,overanxiousgad,Generalized Anxiety,,autoAdvance,,radio,Did you stay home from school because of your worry?,"0, No | 1, Yes | 9, Unknown",,,,,,,,RH,,,,,
dcgad045,overanxiousgad,Generalized Anxiety,,,,text,How many days of school did you miss? (lifetime),,DAYS,number,,,,[dcgad044] = 1,,,,,,,
dcgad047,overanxiousgad,Generalized Anxiety,Episodes: Onset,,,text,"### Episodes: Onset\r\n\r\nHow old were you the **first time** you had these behaviors/feelings? \r\n\r\n _Code 998 if ""always"", 999 if ""unknown""._",,AGE,autocomplete,,,,,,RH,,,,,
dcgad048,overanxiousgad,Generalized Anxiety,Episodes: Offset,autoAdvance,,radio,### Episodes: Offset\r\n\r\nDo you have these worries now?,"0, No | 1, Yes | 9, Unknown",,,,,,,,RH,,,,,
dcgad049,overanxiousgad,Generalized Anxiety,,,,text,"How old were you the last time you had these worries? \r\n\r\n _Code 998 if ""always"", 999 if ""unknown""._",,AGE,autocomplete,,,,[dcgad048] = 0,,,,,,,
dcgad050,overanxiousgad,Generalized Anxiety,Episodes: Course,autoAdvance,,radio,"### Episodes: Course\r\n\r\nSince you were (age of onset), was there ever a time when you were not worried about these or other things?","0, No | 1, Yes | 9, Unknown",,,,,,,,RH,,,,,
cgad14,overanxiousgad,Generalized Anxiety,,,,text,"What was the longest period of time that you did not worry? \r\n\r\n _(N weeks, N months, N years)_",,,,,,,[dcgad050] = 1,,,,,,,
dcgad054,overanxiousgad,Generalized Anxiety,Help-Seeking Treatment (Lifetime),autoAdvance,,radio,"### Help-Seeking Treatment (Lifetime)\r\n\r\nDid anyone, like a teacher or family member, suggest that you get help for these (list symptoms)?","0, No | 1, Yes | 9, Unknown",,,,,,,,RH,,,,,
dcgad055,overanxiousgad,Generalized Anxiety,,autoAdvance,,radio,"Did you ever go to see a doctor, nurse, psychologist, social worker, school counselor, minister/priest or other professional to get help for (list symptoms)?","0, No | 1, Yes | 9, Unknown",,,,,,,,RH,,,,,
cgad17,overanxiousgad,Generalized Anxiety,,,,markdown-message,"What kind of person/people did you get help from? \r\n\r\n _INTERVIEWER: Refer to Participant Card 13 (Professional/Treatment), record and code responses on the following screens._",,,,,,,[dcgad055] = 1,,,,,,,
dcgad056,overanxiousgad,Generalized Anxiety,,dontKnow,,text,Specify (Professional/Treatment 1):,,PROFESSIONAL/TREATMENT,,,,,[dcgad055] = 1,,,,,,,
dcgad057,overanxiousgad,Generalized Anxiety,,dontKnow,,text,Code (Professional/Treatment 1):,,CODE RESPONSE,number,,,,[dcgad055] = 1,,,,,,,
dcgad058,overanxiousgad,Generalized Anxiety,,dontKnow,,text,Specify (Professional/Treatment 2):,,PROFESSIONAL/TREATMENT,,,,,[dcgad055] = 1,,,,,,,
dcgad059,overanxiousgad,Generalized Anxiety,,dontKnow,,text,Code (Professional/Treatment 2):,,CODE RESPONSE,number,,,,[dcgad055] = 1,,,,,,,
dcgad060,overanxiousgad,Generalized Anxiety,,dontKnow,,text,Specify (Professional/Treatment 3):,,PROFESSIONAL/TREATMENT,,,,,[dcgad055] = 1,,,,,,,
dcgad061,overanxiousgad,Generalized Anxiety,,dontKnow,,text,Code (Professional/Treatment 3):,,CODE RESPONSE,number,,,,[dcgad055] = 1,,,,,,,
dcgad063,overanxiousgad,Generalized Anxiety,,dontKnow,,text,"_INTERVIEWER: If you listed multiple people, ask this question. If not, **Skip**:_ \r\n\r\n Who did you get help from the first time? \r\n\r\n Specify (Professional/Treatment):",,PROFESSIONAL/TREATMENT,,,,,[dcgad055] = 1,,,,,,,
dcgad064,overanxiousgad,Generalized Anxiety,,dontKnow,,text,Code (Professional/Treatment):,,CODE RESPONSE,number,,,,[dcgad055] = 1,,,,,,,
dcgad065,overanxiousgad,Generalized Anxiety,,,,text,"How old were you the first time you got help? \r\n\r\n _Code 998 if ""always"", 999 if ""unknown""._",,AGE,autocomplete,,,,[dcgad055] = 1,,,,,,,
dcgad066,overanxiousgad,Generalized Anxiety,,autoAdvance,,radio,Are you getting help now?,"0, No | 1, Yes | 9, Unknown",,,,,,[dcgad055] = 1,,RH,,,,,
dcgad067,overanxiousgad,Generalized Anxiety,,,,text,"If no, how old were you the last time you got help? \r\n\r\n _Code 998 if ""always"", 999 if ""unknown""._",,AGE,autocomplete,,,,[dcgad066] = 0,,,,,,,
dcgad068,overanxiousgad,Generalized Anxiety,,,,notes,What did the professional say that you had (diagnoses given)? List:,,,,,,,[dcgad055] = 1,,LH,,,,,
cgad18,overanxiousgad,Generalized Anxiety,,,1,checkbox,What kind of treatment(s) have you gotten? _(Check all that apply)_,"1, Out-patient (Going to see someone in an office) | 2, In-patient (Staying in a hospital) | 3, Other",,,,,,[dcgad055] = 1,,,,,,,
dcgad072,overanxiousgad,Generalized Anxiety,,,,notes,Specify (Other treatment):,,,,,,,[cgad18].includes(3),,LH,,,,,
dcgad073,overanxiousgad,Generalized Anxiety,,autoAdvance,,radio,"Were you on medications? \r\n\r\n _INTERVIEWER: Refer to Participant Card 9 (Medications), record and code responses in the following screens._","0, No | 1, Yes | 9, Unknown",,,,,,[dcgad055] = 1,,RH,,,,,
dcgad074,overanxiousgad,Generalized Anxiety,,dontKnow,,text,Specify (Medication 1):,,MEDICATION,,,,,[dcgad073] = 1,,,,,,,
dcgad075,overanxiousgad,Generalized Anxiety,,dontKnow,,text,Code (Medication 1):,,CODE RESPONSE,number,,,,[dcgad073] = 1,,,,,,,
dcgad076,overanxiousgad,Generalized Anxiety,,dontKnow,,text,Specify (Medication 2):,,MEDICATION,,,,,[dcgad073] = 1,,,,,,,
dcgad077,overanxiousgad,Generalized Anxiety,,dontKnow,,text,Code (Medication 2):,,CODE RESPONSE,number,,,,[dcgad073] = 1,,,,,,,
dcgad078,overanxiousgad,Generalized Anxiety,,dontKnow,,text,Specify (Medication 3):,,MEDICATION,,,,,[dcgad073] = 1,,,,,,,
dcgad079,overanxiousgad,Generalized Anxiety,,dontKnow,,text,Code (Medication 3):,,CODE RESPONSE,number,,,,[dcgad073] = 1,,,,,,,
dcgad080,overanxiousgad,Generalized Anxiety,,dontKnow,,text,Specify (Medication 4):,,MEDICATION,,,,,[dcgad073] = 1,,,,,,,
dcgad081,overanxiousgad,Generalized Anxiety,,dontKnow,,text,Code (Medication 4):,,CODE RESPONSE,number,,,,[dcgad073] = 1,,,,,,,
cgad_end,overanxiousgad,Generalized Anxiety,,,,markdown-message,_INTERVIEWER: END of **General Anxiety** section_,,,,,,,,,,,,,,
